Symbol,IssuerName,Sector,Industry,IPO
NAK,NAKAMA GROUP PLC,Industrial Goods & Services,Industrials,02/06/2000
NANO,NANOCO GROUP PLC,Technology,Technology,24/03/2005
NASA,NASSTAR PLC,Technology,Technology,20/09/2006
NEX,NATIONAL EXPRESS GROUP PLC,Travel & Leisure,Consumer Services,06/09/1999
NG.,NATIONAL GRID PLC,Utilities,Utilities,22/05/2017
NBS,NATIONWIDE BUILDING SOCIETY,,,09/12/2013
NGR,NATURE GROUP PLC,Industrial Goods & Services,Industrials,17/07/2008
NAUT,NAUTILUS MARINE SERVICES PLC,Oil & Gas,Oil & Gas,20/09/2006
NBDD,NB DISTRESSED DEBT INVESTMENT FD LD,,,17/06/2016
NBDG,NB DISTRESSED DEBT INVESTMENT FD LD,,,04/03/2014
NBDX,NB DISTRESSED DEBT INVESTMENT FD LD,,,26/06/2017
NBLS,NB GLOBAL FLOATING RATE INCOME FD,Financial Services,Financials,20/04/2011
NBLU,NB GLOBAL FLOATING RATE INCOME FD,Financial Services,Financials,20/04/2011
NBPE,NB PRIVATE EQUITY PARTNERS LD,Financial Services,Financials,02/05/2017
NBPP,NB PRIVATE EQUITY PARTNERS LD,Financial Services,Financials,16/09/2016
NCC,NCC GROUP PLC,Technology,Technology,09/07/2004
NCCL,NCONDEZI ENERGY LD,Basic Resources,Basic Materials,10/06/2010
NKTN,NEKTAN PLC,Travel & Leisure,Consumer Services,03/11/2014
NEP,NEPTUNE-CALCULUS INC&GROWTH VCT PLC,Financial Services,Financials,08/02/2005
NET,NETCALL PLC,Technology,Technology,02/06/2000
NSCI,NETSCIENTIFIC PLC,Healthcare,Health Care,16/09/2013
NCA2,NEW CENTURY AIM VCT 2 PLC,Financial Services,Financials,04/04/2007
NCA,NEW CENTURY AIM VCT PLC,Financial Services,Financials,08/03/2007
NWT,NEWMARK SECURITY PLC,Industrial Goods & Services,Industrials,20/09/2002
NRR,NEWRIVER REIT PLC,Real Estate,Financials,18/08/2016
NSI,NEW STAR INVESTMENT TRUST PLC,Financial Services,Financials,12/12/2005
NTLG,NEW TREND LIFESTYLE GROUP PLC,Retail,Consumer Services,28/06/2012
NWR,NEW WORLD RESOURCES PLC,Basic Resources,Basic Materials,06/05/2011
NXG,NEX GROUP PLC,Financial Services,Financials,30/12/2016
NESF,NEXTENERGY SOLAR FUND LIMITED,Financial Services,Financials,25/04/2014
NFC,NEXT FIFTEEN COMMUNICATIONS GRP PLC,Media,Consumer Services,21/12/2005
NXT,NEXT PLC,Retail,Consumer Services,25/11/2002
NEXS,NEXUS INFRASTRUCTURE PLC,Construction & Materials,Industrials,11/07/2017
NICL,NICHOLS PLC,Food & Beverage,Consumer Goods,16/12/2008
HAWK,NIGHTHAWK ENERGY PLC,Oil & Gas,Oil & Gas,17/06/2008
NMB,NMBZ HOLDINGS LD,,,07/09/2006
NMBA,NMBZ HOLDINGS LD,,,07/09/2006
NMC,NMC HEALTH PLC,Healthcare,Health Care,05/04/2012
NSF,NON-STANDARD FINANCE PLC,Financial Services,Financials,19/02/2015
NXR,NORCROS PLC,Construction & Materials,Industrials,30/09/2015
NSH,NORISH PLC,Industrial Goods & Services,Industrials,31/03/2005
NBB,NORMAN BROADBENT PLC,Industrial Goods & Services,Industrials,15/06/2010
NHY,NORSK HYDRO ASA,Basic Resources,Basic Materials,30/03/2016
NAR,NORTHAMBER PLC,Technology,Technology,04/04/2008
NAIT,NORTH AMERICAN INCOME TST (THE) PLC,Financial Services,Financials,31/10/2003
NAS,NORTH ATLANTIC SMALL CO INV TST PLC,Financial Services,Financials,02/12/2005
NBI,NORTHBRIDGE INDUSTRIAL SERVICES PLC,Industrial Goods & Services,Industrials,21/06/2006
NTV,NORTHERN 2 VCT PLC,Financial Services,Financials,21/04/1999
NTN,NORTHERN 3 VCT PLC,Financial Services,Financials,17/12/2001
NTBR,NORTHERN BEAR PLC,Industrial Goods & Services,Industrials,19/12/2006
NTEA,NORTHERN ELECTRIC PLC,,,13/12/2004
NRI,NORTHERN INVESTORS CO PLC,Financial Services,Financials,21/03/2006
NVT,NORTHERN VENTURE TRUST PLC,Financial Services,Financials,16/09/1999
67GX,NORTHGATE PLC,Industrial Goods & Services,Industrials,28/06/2002
NTG,NORTHGATE PLC,Industrial Goods & Services,Industrials,23/09/2009
NMD,NORTH MIDLAND CONSTRUCTION PLC,Construction & Materials,Industrials,16/04/1996
NWIG,NORTHWEST INVESTMENT GROUP LD,Financial Services,Financials,08/06/2011
NTOG,NOSTRA TERRA OIL & GAS COMPANY PLC,Oil & Gas,Oil & Gas,01/06/2016
NOG,NOSTRUM OIL & GAS PLC,Oil & Gas,Oil & Gas,20/06/2014
NVA,NOVAE GROUP PLC,Insurance,Financials,23/12/2010
NUM,NUMIS CORPORATION PLC,Financial Services,Financials,02/12/2005
NUOG,NU-OIL AND GAS PLC,Oil & Gas,Oil & Gas,20/03/2008
NWF,NWF GROUP PLC,Industrial Goods & Services,Industrials,02/06/2000
NYO,NYOTA MINERALS LD,Basic Resources,Basic Materials,03/08/2017
OCI,OAKLEY CAPITAL INVESTMENTS LD,Financial Services,Financials,03/08/2007
OBT,OBTALA LIMITED,Retail,Consumer Services,17/09/2010
OCDO,OCADO GROUP PLC,Retail,Consumer Services,21/07/2010
OCN,OCEAN WILSONS HOLDINGS LD,Industrial Goods & Services,Industrials,10/09/1999
OLOT,OCELOT PARTNERS LIMITED,Financial Services,Financials,11/03/2017
OCT,OCTAGONAL PLC,Industrial Goods & Services,Industrials,30/06/2015
OSEC,OCTOPUS AIM VCT 2 PLC,Financial Services,Financials,25/01/2006
OOA,OCTOPUS AIM VCT PLC,Financial Services,Financials,17/03/2004
OAP3,OCTOPUS APOLLO VCT PLC,Financial Services,Financials,19/10/2006
OTV2,OCTOPUS TITAN VCT PLC,Financial Services,Financials,28/12/2007
OCV3,OCTOPUS VCT 3 PLC,Financial Services,Financials,19/03/2012
OCV4,OCTOPUS VCT 4 PLC,Financial Services,Financials,19/03/2012
OEX,OILEX LD,Oil & Gas,Oil & Gas,16/02/2006
OML,OLD MUTUAL PLC,Insurance,Financials,23/04/2012
ODX,OMEGA DIAGNOSTICS GROUP PLC,Healthcare,Health Care,31/08/2007
ONC,ONCIMMUNE HOLDINGS PLC,Healthcare,Health Care,18/05/2016
OMIP,ONE MEDIA IP GROUP PLC,Media,Consumer Services,18/04/2013
OSB,ONESAVINGS BANK PLC,Financial Services,Financials,10/06/2014
ONEV,ONEVIEW GROUP PLC,Technology,Technology,25/03/2004
ONL,ON-LINE PLC,Technology,Technology,02/06/2000
OTB,ON THE BEACH GROUP PLC,Travel & Leisure,Consumer Services,26/09/2015
OPG,OPG POWER VENTURES PLC,Utilities,Utilities,16/09/2008
OPHR,OPHIR ENERGY PLC,Oil & Gas,Oil & Gas,13/07/2011
OPTI,OPTIBIOTIX HEALTH PLC,Healthcare,Health Care,05/08/2014
ORCP,ORACLE POWER PLC,Basic Resources,Basic Materials,20/04/2011
ORCH,ORCHARD FUNDING GROUP PLC,Financial Services,Financials,01/07/2015
OGN,ORIGIN ENTERPRISES PLC,Food & Beverage,Consumer Goods,05/06/2007
OPP,ORIGO PARTNERS PLC,Financial Services,Financials,21/12/2006
OPPP,ORIGO PARTNERS PLC,Financial Services,Financials,08/03/2011
ORM,ORMONDE MINING PLC,Basic Resources,Basic Materials,19/04/2005
ORE,OROGEN PLC,Basic Resources,Basic Materials,10/04/2017
OMI,OROSUR MINING INC,Basic Resources,Basic Materials,11/01/2010
OTC,ORTAC RESOURCES LIMITED,Basic Resources,Basic Materials,24/03/2017
OIG,ORYX INTERNATIONAL GROWTH FUND LD,Financial Services,Financials,01/09/2008
OSI,OSIRIUM TECHNOLOGIES PLC,Technology,Technology,15/04/2016
OTM,OTTOMAN FUND LD (THE),Financial Services,Financials,28/12/2005
OVG,OVOCA GOLD PLC,Basic Resources,Basic Materials,18/01/2010
OBD,OXFORD BIODYNAMICS PLC,Healthcare,Health Care,06/12/2016
OXB,OXFORD BIOMEDICA PLC,Healthcare,Health Care,08/07/2005
OXIG,OXFORD INSTRUMENTS PLC,Industrial Goods & Services,Industrials,08/07/2005
OMG,OXFORD METRICS PLC,Technology,Technology,23/09/2004
OXP,OXFORD PHARMASCIENCE GROUP PLC,Healthcare,Health Care,12/02/2010
OXH,OXFORD TECHNOLOGY 2 VCT PLC,Financial Services,Financials,05/04/2000
OTT,OXFORD TECHNOLOGY 3 VCT PLC,Financial Services,Financials,04/04/2002
OXF,OXFORD TECHNOLOGY 4 VCT PLC,Financial Services,Financials,08/09/2004
OXT,OXFORD TECHNOLOGY VENT CAP TST PLC,Financial Services,Financials,16/09/1999
P2P,P2P GLOBAL INVESTMENTS PLC,Financial Services,Financials,30/05/2014
PACL,PACIFIC ALLIANCE CHINA LAND LD,Financial Services,Financials,22/11/2007
PAC,PACIFIC ASSETS TRUST PLC,Financial Services,Financials,02/12/2005
PHI,PACIFIC HORIZON INV TST PLC,Financial Services,Financials,18/12/2007
PILR,PACIFIC INDUSTRIAL & LOGISTICS REIT,Real Estate,Financials,13/04/2016
PPB,PADDY POWER BETFAIR PLC,Travel & Leisure,Consumer Services,02/02/2016
PAGE,PAGEGROUP PLC,Industrial Goods & Services,Industrials,31/10/2003
PCA,PALACE CAPITAL PLC,Real Estate,Financials,21/10/2013
PAF,PAN AFRICAN RESOURCES PLC,Basic Resources,Basic Materials,14/09/2004
PIN,PANTHEON INTERNATIONAL PLC,Financial Services,Financials,19/12/2005
PINR,PANTHEON INTERNATIONAL PLC,Financial Services,Financials,20/09/2004
PANR,PANTHEON RESOURCES PLC,Oil & Gas,Oil & Gas,05/04/2006
PNS,PANTHER SECURITIES PLC,Real Estate,Financials,16/09/1999
PPHP,PAPILLON HOLDINGS PLC,Financial Services,Financials,24/06/2016
PML,PAPUA MINING PLC,Basic Resources,Basic Materials,02/03/2012
PEL,PARAGON ENTERTAINMENT LD,Travel & Leisure,Consumer Services,27/06/2012
PAG,PARAGON GROUP OF COMPANIES PLC,Financial Services,Financials,29/01/2008
PAA,PARALLEL MEDIA GROUP PLC,Media,Consumer Services,30/12/2013
PTY,PARITY GROUP PLC,Technology,Technology,20/06/2006
PKG,PARK GROUP PLC,Financial Services,Financials,21/06/2005
PMG,PARKMEAD GROUP (THE) PLC,Oil & Gas,Oil & Gas,17/12/2013
PGD,PATAGONIA GOLD PLC,Basic Resources,Basic Materials,14/01/2004
PRS,PATERNOSTER RESOURCES PLC,Financial Services,Financials,20/06/2006
PFP,PATHFINDER MINERALS PLC,Basic Resources,Basic Materials,08/09/2015
PATH,PATH INVESTMENTS PLC,Financial Services,Financials,30/03/2017
CAKE,PATISSERIE HOLDINGS PLC,Travel & Leisure,Consumer Services,17/05/2014
PAY,PAYPOINT PLC,Industrial Goods & Services,Industrials,19/03/2007
PAYS,PAYSAFE GROUP PLC,Industrial Goods & Services,Industrials,02/12/2005
PCF,PCF GROUP PLC,Financial Services,Financials,02/06/2000
PCGE,PCG ENTERTAINMENT PLC,Travel & Leisure,Consumer Services,04/12/2014
PGHZ,PCGH ZDP PLC,Financial Services,Financials,20/06/2017
PCIP,PCI-PAL PLC,Industrial Goods & Services,Industrials,29/09/2000
PSON,PEARSON PLC,Media,Consumer Services,23/09/1997
PEB,PEBBLE BEACH SYSTEMS GROUP PLC,Technology,Technology,18/12/2006
PHO,PEEL HOTELS PLC,Travel & Leisure,Consumer Services,02/06/2000
PERE,PEMBRIDGE RESOURCES PLC,Basic Resources,Basic Materials,01/08/2011
PEMB,PEMBROKE VCT PLC,Financial Services,Financials,01/04/2015
PEMV,PEMBROKE VCT PLC,Financial Services,Financials,16/04/2013
PDG,PENDRAGON PLC,Retail,Consumer Services,27/12/2006
PEN,PENNANT INTERNATIONAL GROUP PLC,Technology,Technology,23/06/2005
PNN,PENNON GROUP PLC,Utilities,Utilities,31/07/2006
TPOP,PEOPLE'S OPERATOR PLC (THE),Telecommunications,Telecommunications,04/12/2014
IL0A,PERMANENT TSB GROUP HOLDINGS PLC,Banks,Financials,05/05/2015
PLI,PERPETUAL INCOME&GROWTH INV TST PLC,Financial Services,Financials,22/12/2003
PSH,PERSHING SQUARE HOLDINGS LTD,Financial Services,Financials,02/05/2017
PSN,PERSIMMON PLC,Personal & Household Goods,Consumer Goods,19/12/2005
PNL,PERSONAL ASSETS TRUST PLC,Financial Services,Financials,08/07/2005
PGH,PERSONAL GROUP HOLDINGS PLC,Insurance,Financials,16/12/2008
PEG,PETARDS GROUP PLC,Industrial Goods & Services,Industrials,01/07/2011
PDL,PETRA DIAMONDS LD,Basic Resources,Basic Materials,25/03/2004
PET,PETREL RESOURCES PLC,Oil & Gas,Oil & Gas,25/03/2004
PFC,PETROFAC LD,Oil & Gas,Oil & Gas,19/12/2005
MATD,PETRO MATAD LD,Oil & Gas,Oil & Gas,01/05/2008
PTR,PETRONEFT RESOURCES PLC,Oil & Gas,Oil & Gas,27/09/2006
POG,PETROPAVLOVSK PLC,Basic Resources,Basic Materials,02/12/2005
PETS,PETS AT HOME GROUP PLC,Retail,Consumer Services,15/03/2014
PEZ,PEWT SECURITIES 2020 PLC,,,04/01/2016
PTF,PHAUNOS TIMBER FUND LD,Financial Services,Financials,20/12/2006
PGM,PHOENIX GLOBAL MINING LD,Basic Resources,Basic Materials,29/06/2017
PGR,PHOENIX GLOBAL RESOURCES PLC,Oil & Gas,Oil & Gas,12/07/2012
PHNX,PHOENIX GROUP HOLDINGS,Insurance,Financials,18/03/2010
PSDL,PHOENIX SPREE DEUTSCHLAND LIMITED,Real Estate,Financials,15/06/2015
PHTM,PHOTO-ME INTERNATIONAL PLC,Personal & Household Goods,Consumer Goods,18/12/2006
PSL,PHOTONSTAR LED GROUP PLC,Personal & Household Goods,Consumer Goods,23/03/2007
PHSC,PHSC PLC,Industrial Goods & Services,Industrials,22/03/2006
PYC,PHYSIOMICS PLC,Healthcare,Health Care,19/12/2016
PCTN,PICTON PROPERTY INCOME LD,Real Estate,Financials,19/12/2005
PIP,PIPEHAWK PLC,Industrial Goods & Services,Industrials,20/12/2006
PIRI,PIRES INVESTMENTS PLC,Real Estate,Financials,01/04/2016
PTD,PITTARDS PLC,Personal & Household Goods,Consumer Goods,16/01/2014
LKOH,PJSC LUKOIL ,Oil & Gas,Oil & Gas,27/09/2004
PHC,PLANT HEALTH CARE PLC,Chemicals,Basic Materials,17/06/2008
PIM,PLANT IMPACT PLC,Chemicals,Basic Materials,20/12/2006
PLA,PLASTICS CAPITAL PLC,Chemicals,Basic Materials,03/12/2007
PTEC,PLAYTECH PLC,Travel & Leisure,Consumer Services,02/07/2012
PLAZ,PLAZA CENTERS N.V.,Real Estate,Financials,01/07/2016
POS,PLEXUS HOLDINGS PLC,Oil & Gas,Oil & Gas,21/03/2007
PLUS,PLUS500 LTD,Financial Services,Financials,24/07/2013
PPG,PLUTUS POWERGEN PLC,Financial Services,Financials,07/03/2007
PMEA,PME AFRICAN INFRASTRUCTURE OPP. PLC,Financial Services,Financials,12/07/2007
PCFS,POLAR CAPITAL GLOBAL FIN. TST PLC,Financial Services,Financials,01/07/2013
PCFT,POLAR CAPITAL GLOBAL FIN. TST PLC,Financial Services,Financials,01/07/2013
PCGH,POLAR CAPITAL GLOBAL HEALTH.TST PLC,Financial Services,Financials,15/06/2010
POLR,POLAR CAPITAL HOLDINGS PLC,Financial Services,Financials,12/06/2007
PCT,POLAR CAPITAL TECHNOLOGY TRUST PLC,Financial Services,Financials,08/07/2005
PLMO,POLEMOS PLC,Financial Services,Financials,02/11/2004
POL,POLO RESOURCES LD,Financial Services,Financials,07/02/2013
POLY,POLYMETAL INTERNATIONAL PLC,Basic Resources,Basic Materials,02/11/2011
PLP,POLYPIPE GROUP PLC,Construction & Materials,Industrials,16/04/2014
PTCM,PORTA COMMUNICATIONS PLC,Media,Consumer Services,08/11/2011
PEBI,PORT ERIN BIOPHARMA INVESTMENTS LD,Healthcare,Health Care,15/09/2011
PMP,PORTMEIRION GROUP PLC,Personal & Household Goods,Consumer Goods,23/12/2004
PRV,PORVAIR PLC,Industrial Goods & Services,Industrials,19/12/2006
PHE,POWERHOUSE ENERGY GROUP PLC,Oil & Gas,Oil & Gas,29/06/2011
PPH,PPHE HOTEL GROUP LD,Travel & Leisure,Consumer Services,12/07/2007
PDZ,PRAIRIE MINING LIMITED,Basic Resources,Basic Materials,03/09/2015
NIPT,PREMAITHA HEALTH PLC,Healthcare,Health Care,04/07/2014
PREM,PREMIER AFRICAN MINERALS LIMITED,Basic Resources,Basic Materials,10/12/2012
PAM,PREMIER ASSET MANAGEMENT GROUP PLC,Financial Services,Financials,07/10/2016
PEW,PREMIER ENERGY & WATER TRUST PLC,Financial Services,Financials,21/06/2005
PFD,PREMIER FOODS PLC,Food & Beverage,Consumer Goods,04/05/2012
PMO,PREMIER OIL PLC,Oil & Gas,Oil & Gas,23/05/2011
PTSG,PREMIER TECHNICAL SERVICES GRP PLC,Industrial Goods & Services,Industrials,11/02/2015
PVG,PREMIER VETERINARY GROUP PLC,Financial Services,Financials,15/12/2014
PPC,PRESIDENT ENERGY PLC,Oil & Gas,Oil & Gas,24/10/2008
PRES,PRESSURE TECHNOLOGIES PLC,Industrial Goods & Services,Industrials,06/06/2007
PHP,PRIMARY HEALTH PROPERTIES PLC,Real Estate,Financials,12/11/2015
PRP,PRIME PEOPLE PLC,Industrial Goods & Services,Industrials,08/07/2009
PRIM,PRIMORUS INVESTMENTS PLC,Media,Consumer Services,20/03/2007
PEY,PRINCESS PRIVATE EQUITY HOLDING LD,Financial Services,Financials,01/11/2007
PHD,PROACTIS HOLDINGS PLC,Technology,Technology,21/03/2007
PIL,PRODUCE INVESTMENTS PLC,Food & Beverage,Consumer Goods,18/11/2010
PGY,PROGILITY PLC,Technology,Technology,03/10/2003
TPFG,PROPERTY FRANCHISE GROUP PLC (THE),Real Estate,Financials,18/12/2013
PPIR,PROPHOTONIX,Industrial Goods & Services,Industrials,21/08/2017
PPIX,PROPHOTONIX,Industrial Goods & Services,Industrials,23/12/2010
PXOG,PROSPEX OIL AND GAS PLC,Basic Resources,Basic Materials,16/04/2015
PRM,PROTEOME SCIENCES PLC,Healthcare,Health Care,02/12/2005
PPS,PROTON POWER SYSTEMS PLC,Oil & Gas,Oil & Gas,20/12/2006
PGOO,PROVEN GROWTH & INCOME VCT PLC,Financial Services,Financials,26/10/2009
PVN,PROVEN VCT PLC,Financial Services,Financials,30/10/2012
PXS,PROVEXIS PLC,Food & Beverage,Consumer Goods,24/06/2005
PVR,PROVIDENCE RESOURCES PLC,Oil & Gas,Oil & Gas,27/05/2010
PFG,PROVIDENT FINANCIAL PLC,Financial Services,Financials,16/07/2007
PROX,PROXAMA PLC,Technology,Technology,21/04/2008
PRSR,PRS REIT (THE) PLC,,,31/05/2017
PRU,PRUDENTIAL PLC,Insurance,Financials,23/09/1997
PUMX,PUMA VCT 10 PLC,Financial Services,Financials,13/06/2014
PU11,PUMA VCT 11 PLC,Financial Services,Financials,12/06/2015
PU12,PUMA VCT 12 PLC,Financial Services,Financials,14/06/2016
PUM8,PUMA VCT 8 PLC,Financial Services,Financials,09/05/2012
PUM9,PUMA VCT 9 PLC,Financial Services,Financials,17/05/2013
PURE,PURECIRCLE LD,Food & Beverage,Consumer Goods,11/12/2007
PRTC,PURETECH HEALTH PLC,Healthcare,Health Care,24/06/2015
PURP,PURPLEBRICKS GROUP PLC,Real Estate,Financials,17/12/2015
PVCS,PV CRYSTALOX SOLAR PLC,Oil & Gas,Oil & Gas,27/11/2013
PZC,PZ CUSSONS PLC,Personal & Household Goods,Consumer Goods,26/09/2006
QIL,QANNAS INVESTMENTS LIMITED,Financial Services,Financials,04/04/2014
QIF,QATAR INVESTMENT FUND PLC,Financial Services,Financials,31/07/2007
QQ.,QINETIQ GROUP PLC,Industrial Goods & Services,Industrials,19/06/2006
QFI,QUADRISE FUELS INTERNATIONAL PLC,Oil & Gas,Oil & Gas,19/04/2006
QP.,QUANTUM PHARMA PLC,Healthcare,Health Care,11/12/2014
QTX,QUARTIX HOLDINGS PLC,Technology,Technology,06/11/2014
QRT,QUARTO GROUP INC,Media,Consumer Services,10/11/1999
QXT,QUIXANT PLC,Technology,Technology,21/05/2013
QUIZ,QUIZ PLC,Retail,Consumer Services,28/07/2017
RBW,RAINBOW RARE EARTHS LIMITED,Basic Resources,Basic Materials,30/01/2017
RMM,RAMBLER METALS & MINING PLC,Basic Resources,Basic Materials,08/04/2005
RFX,RAMSDENS HOLDINGS PLC,Financial Services,Financials,15/02/2017
RQIH,RANDALL & QUILTER INVEST. HLDGS LD,Insurance,Financials,05/07/2013
RRS,RANDGOLD RESOURCES LD,Basic Resources,Basic Materials,11/06/2004
RDL,RANGER DIRECT LENDING FUND PLC,Financial Services,Financials,01/05/2015
RDLZ,RANGER DIRECT LENDING ZDP PLC,,,01/08/2016
RRL,RANGE RESOURCES LD,Oil & Gas,Oil & Gas,23/10/2007
RNK,RANK GROUP PLC,Travel & Leisure,Consumer Services,26/03/2007
RMA,RASMALA PLC,Financial Services,Financials,26/06/2014
RAT,RATHBONE BROS PLC,Financial Services,Financials,22/12/2003
RUC2,RAVEN RUSSIA LD,Real Estate,Financials,04/07/2017
RUS,RAVEN RUSSIA LD,Real Estate,Financials,19/03/2007
RUSC,RAVEN RUSSIA LD,Real Estate,Financials,07/07/2016
RUSP,RAVEN RUSSIA LD,Real Estate,Financials,25/03/2009
RBD,REABOLD RESOURCES PLC,Financial Services,Financials,24/12/2012
R4E,REACH4ENTERTAINMENT ENTERPRISES PLC,Media,Consumer Services,21/03/2007
REAT,REACT GROUP PLC,Financial Services,Financials,17/08/2015
RE.,R.E.A.HLDGS PLC,Food & Beverage,Consumer Goods,12/12/2006
RE.B,R.E.A.HLDGS PLC,Food & Beverage,Consumer Goods,13/12/2004
RECI,REAL ESTATE CREDIT INV. LD,Financial Services,Financials,20/03/2006
RECP,REAL ESTATE CREDIT INV. LD,Financial Services,Financials,17/09/2010
RLE,REAL ESTATE INVESTORS PLC,Real Estate,Financials,20/07/2011
RGD,REAL GOOD FOOD PLC,Food & Beverage,Consumer Goods,31/08/2005
RLM,REALM THERAPEUTICS PLC,Healthcare,Health Care,02/07/2010
RB.,RECKITT BENCKISER GROUP PLC,Personal & Household Goods,Consumer Goods,23/10/2007
RC2,RECONSTRUCTION CAPITAL II LD,Financial Services,Financials,28/12/2005
REC,RECORD PLC,Financial Services,Financials,30/11/2007
RCN,REDCENTRIC PLC,Technology,Technology,24/04/2013
REDD,REDDE PLC,Financial Services,Financials,27/05/2014
RDI,REDEFINE INTERNATIONAL P.L.C.,Real Estate,Financials,11/10/2012
RMP,RED EMPEROR RESOURCES NL,Oil & Gas,Oil & Gas,23/06/2011
RHL,REDHALL GROUP PLC,Industrial Goods & Services,Industrials,25/03/2004
RLH,RED LEOPARD HOLDINGS PLC,Financial Services,Financials,05/12/2011
RRR,RED ROCK RESOURCES PLC,Basic Resources,Basic Materials,22/12/2015
RDW,REDROW PLC,Personal & Household Goods,Consumer Goods,31/10/2003
REDS,REDSTONECONNECT PLC,Technology,Technology,06/06/2017
RED,REDT ENERGY PLC,Industrial Goods & Services,Industrials,25/04/2006
REDX,REDX PHARMA PLC,Healthcare,Health Care,27/03/2015
RPT,REGAL PETROLEUM PLC,Oil & Gas,Oil & Gas,02/12/2005
RGM,REGENCY MINES PLC,Basic Resources,Basic Materials,24/12/2015
RGL,REGIONAL REIT LD,Real Estate,Financials,06/11/2015
RGLZ,REGIONAL REIT ZDP PLC,,,10/01/2014
REL,RELX PLC,Media,Consumer Services,07/01/2008
RENE,RENEURON GROUP PLC,Healthcare,Health Care,12/08/2005
RNWH,RENEW HOLDINGS PLC,Industrial Goods & Services,Industrials,25/03/2004
RWI,RENEWI PLC,Industrial Goods & Services,Industrials,02/03/2005
RSW,RENISHAW PLC,Industrial Goods & Services,Industrials,31/10/2003
32ID,RENOLD PLC,Industrial Goods & Services,Industrials,28/06/2002
RNO,RENOLD PLC,Industrial Goods & Services,Industrials,19/12/2006
RTO,RENTOKIL INITIAL PLC,Industrial Goods & Services,Industrials,18/09/2006
RPG,REPUBLIC GOLDFIELDS INC,,,27/09/2004
RESI,RESIDENTIAL SECURE INCOME PLC,Real Estate,Financials,12/07/2017
RTN,RESTAURANT GROUP PLC,Travel & Leisure,Consumer Services,14/08/2006
RST,RESTORE PLC,Industrial Goods & Services,Industrials,23/07/2010
RBG,REVOLUTION BARS GROUP PLC,Travel & Leisure,Consumer Services,18/03/2015
RTHM,RHYTHMONE PLC,Technology,Technology,22/05/2007
RCDO,RICARDO PLC,Industrial Goods & Services,Industrials,08/07/2005
RLD,RICHLAND RESOURCES LD,Basic Resources,Basic Materials,12/08/2011
RIC,RICHOUX GROUP PLC,Travel & Leisure,Consumer Services,21/03/2006
RICO,RICOH CO LTD,Technology,Technology,05/11/2008
RMV,RIGHTMOVE  PLC,Media,Consumer Services,28/01/2008
RIII,RIGHTS & ISSUES INV TST PLC,Financial Services,Financials,07/06/2004
RIO,RIO TINTO PLC,Basic Resources,Basic Materials,13/01/2006
RCP,RIT CAPITAL PARTNERS PLC,Financial Services,Financials,31/10/2003
RIV,RIVER AND MERCANTILE GROUP PLC,Financial Services,Financials,26/06/2014
RMMC,RIVER AND MERCANTILE UK MICRO CAP,Financial Services,Financials,12/06/2017
RSE,RIVERSTONE ENERGY LIMITED,Financial Services,Financials,29/10/2013
RM2,RM2 INTERNATIONAL S.A.,Industrial Goods & Services,Industrials,06/01/2014
RM.,RM PLC,Technology,Technology,20/03/2014
RMDL,RM SECURED DIRECT LENDING PLC,Financial Services,Financials,15/12/2016
RWA,ROBERT WALTERS PLC,Industrial Goods & Services,Industrials,02/12/2005
RBN,ROBINSON PLC,Industrial Goods & Services,Industrials,22/09/2005
RKH,ROCKHOPPER EXPLORATION PLC,Oil & Gas,Oil & Gas,15/08/2005
ROC,ROCKPOOL ACQUISITIONS PLC,Financial Services,Financials,12/07/2017
RRE,ROCKROSE ENERGY PLC,Oil & Gas,Oil & Gas,13/01/2016
RR.,ROLLS-ROYCE HOLDINGS PLC,Industrial Goods & Services,Industrials,23/05/2011
ROSE,ROSE PETROLEUM PLC,Oil & Gas,Oil & Gas,02/06/2004
RGP,ROSS GROUP PLC,Industrial Goods & Services,Industrials,19/12/2006
RDT,ROSSLYN DATA TECHNOLOGIES PLC,Technology,Technology,29/04/2014
ROL,ROTALA PLC,Travel & Leisure,Consumer Services,19/07/2007
76ID,ROTORK PLC,Industrial Goods & Services,Industrials,28/06/2002
ROR,ROTORK PLC,Industrial Goods & Services,Industrials,18/05/2015
RBS,ROYAL BANK OF SCOTLAND GROUP PLC,Banks,Financials,06/06/2012
RDSA,ROYAL DUTCH SHELL PLC,Oil & Gas,Oil & Gas,13/01/2006
RDSB,ROYAL DUTCH SHELL PLC,Oil & Gas,Oil & Gas,13/01/2006
RMG,ROYAL MAIL PLC,Industrial Goods & Services,Industrials,15/10/2013
RPC,RPC GROUP PLC,Industrial Goods & Services,Industrials,08/07/2005
RPS,RPS GROUP PLC,Industrial Goods & Services,Industrials,31/07/2006
RSA,RSA INSURANCE GROUP PLC,Insurance,Financials,12/05/2014
RSAB,RSA INSURANCE GROUP PLC,Insurance,Financials,13/12/2004
RTC,RTC GROUP PLC,Industrial Goods & Services,Industrials,02/06/2000
RICA,RUFFER INVESTMENT COMPANY LD,Financial Services,Financials,20/12/2005
RUR,RURELEC PLC,Utilities,Utilities,23/06/2005
RWS,RWS HOLDINGS PLC,Industrial Goods & Services,Industrials,11/02/2015
RYA,RYANAIR HOLDINGS PLC,Travel & Leisure,Consumer Services,28/10/2015
