Symbol,IssuerName,Sector,Industry,IPO
EMAN,EVERYMAN MEDIA GROUP PLC,Travel & Leisure,Consumer Services,07/11/2013
EVE,EVE SLEEP PLC,Personal & Household Goods,Consumer Goods,18/05/2017
EVG,EVGEN PHARMA PLC,Healthcare,Health Care,21/10/2015
EVR,EVRAZ PLC,Basic Resources,Basic Materials,07/11/2011
EVRH,EVR HOLDINGS PLC,Telecommunications,Telecommunications,16/05/2016
EXI,EXILLON ENERGY PLC,Oil & Gas,Oil & Gas,17/12/2009
EXPN,EXPERIAN PLC,Industrial Goods & Services,Industrials,11/10/2006
FFX,FAIRFX GROUP PLC,Financial Services,Financials,05/08/2014
FA14,FAIR OAKS INCOME LIMITED,Financial Services,Financials,31/07/2017
FAIR,FAIR OAKS INCOME LIMITED,Financial Services,Financials,05/04/2017
FRP,FAIRPOINT GROUP PLC,Financial Services,Financials,19/03/2007
FLX,FALANX GROUP LIMITED,Industrial Goods & Services,Industrials,20/06/2013
FAL,FALCON MEDIA HOUSE LIMITED,Financial Services,Financials,18/01/2016
FOG,FALCON OIL & GAS LTD.,Oil & Gas,Oil & Gas,28/03/2013
FHP,FANDANGO HOLDINGS PLC,Financial Services,Financials,12/07/2017
FPM,FAROE PETROLEUM PLC,Oil & Gas,Oil & Gas,18/03/2008
FARN,FARON PHARMACEUTICALS OY,Healthcare,Health Care,17/11/2015
FFWD,FASTFORWARD INNOVATIONS LIMITED,Financial Services,Financials,13/11/2014
FJET,FASTJET PLC,Travel & Leisure,Consumer Services,21/04/2015
FBH,F.B.D.HLDGS PLC,Insurance,Financials,13/05/2002
FCI,F&C CAPITAL & INCOME INV TST PLC,Financial Services,Financials,02/12/2005
FCPT,F&C COMMERCIAL PROPERTY TRUST LD,Real Estate,Financials,07/07/2009
FCS,F&C GLOBAL SMALLER COMPANIES PLC,Financial Services,Financials,18/12/2006
FMPG,F&C MANAGED PORTFOLIO TRUST PLC,Financial Services,Financials,16/04/2008
FMPI,F&C MANAGED PORTFOLIO TRUST PLC,Financial Services,Financials,16/04/2008
FPEO,F&C PRIVATE EQUITY TRUST PLC,Financial Services,Financials,18/12/2007
FHI,F&C UK HIGH INCOME TRUST PLC,Financial Services,Financials,01/03/2007
FHIB,F&C UK HIGH INCOME TRUST PLC,Financial Services,Financials,01/03/2007
FHIU,F&C UK HIGH INCOME TRUST PLC,Financial Services,Financials,01/03/2007
FCRE,F&C UK REAL ESTATE INVESTMENTS LD,Real Estate,Financials,14/03/2006
FDM,FDM GROUP (HOLDINGS) PLC,Technology,Technology,20/06/2014
FDBK,FEEDBACK PLC,Industrial Goods & Services,Industrials,31/12/2003
FENR,FENNER PLC,Industrial Goods & Services,Industrials,08/07/2005
FERG,FERGUSON PLC,Industrial Goods & Services,Industrials,02/12/2013
FXPO,FERREXPO PLC,Basic Resources,Basic Materials,22/09/2008
FCR,FERRUM CRESCENT LD,Basic Resources,Basic Materials,15/12/2010
FEVR,FEVERTREE DRINKS PLC,Food & Beverage,Consumer Goods,07/11/2014
FFI,FFI HOLDINGS PLC,Financial Services,Financials,30/06/2017
FAS,FIDELITY ASIAN VALUES PLC,Financial Services,Financials,02/12/2005
FASS,FIDELITY ASIAN VALUES PLC,Financial Services,Financials,06/12/2016
FCSS,FIDELITY CHINA SPEC. SITUATION PLC,Financial Services,Financials,19/04/2010
FEV,FIDELITY EUROPEAN VALUES PLC,Financial Services,Financials,02/06/2014
FJV,FIDELITY JAPANESE VALUES PLC,Financial Services,Financials,19/12/2005
FSV,FIDELITY SPECIAL VALUES PLC,Financial Services,Financials,29/06/2015
FDSA,FIDESSA GROUP PLC,Technology,Technology,02/05/2007
FIH,FIH GROUP PLC,Industrial Goods & Services,Industrials,13/01/2016
FLTA,FILTA GROUP HOLDINGS PLC,Industrial Goods & Services,Industrials,04/11/2016
FTC,FILTRONIC PLC,Technology,Technology,08/07/2005
FDL,FINDEL PLC,Retail,Consumer Services,09/04/2013
FIF,FINSBURY FOOD GROUP PLC,Food & Beverage,Consumer Goods,23/02/2007
FGT,FINSBURY GROWTH & INCOME TRUST PLC,Financial Services,Financials,02/12/2005
FDI,FIRESTONE DIAMONDS PLC,Basic Resources,Basic Materials,06/06/2014
FDP,FIRST DERIVATIVES PLC,Technology,Technology,16/02/2004
FGP,FIRSTGROUP PLC,Travel & Leisure,Consumer Services,06/09/1999
FPO,FIRST PROPERTY GROUP PLC,Financial Services,Financials,25/03/2004
FSJ,FISHER(JAMES)& SONS PLC,Industrial Goods & Services,Industrials,08/07/2005
72GU,FISHGUARD & ROSSLARE RLYS & HBRS CO,,,28/06/2002
FISH,FISHING REPUBLIC PLC,Personal & Household Goods,Consumer Goods,04/06/2015
FKE,FISKE PLC,Financial Services,Financials,02/06/2000
FLK,FLETCHER KING PLC,Real Estate,Financials,24/01/2007
FLOW,FLOWGROUP PLC,Industrial Goods & Services,Industrials,21/03/2007
FLO,FLOWTECH FLUIDPOWER PLC,Industrial Goods & Services,Industrials,21/05/2014
FLYB,FLYBE GROUP PLC,Travel & Leisure,Consumer Services,14/12/2010
FBDU,FLYING BRANDS LD,Technology,Technology,16/06/2017
TUNE,FOCUSRITE PLC,Personal & Household Goods,Consumer Goods,11/12/2014
FBT,FORBIDDEN TECHNOLOGIES PLC,Technology,Technology,02/06/2000
FRCL,FOREIGN & COL INV TST PLC,Financial Services,Financials,22/03/2004
FTF,FORESIGHT 4 VCT PLC,Financial Services,Financials,16/05/2005
FSFL,FORESIGHT SOLAR FUND LD,Financial Services,Financials,29/10/2013
FTSC,FORESIGHT SOLAR & INFRA VCT,Financial Services,Financials,02/04/2013
FTSD,FORESIGHT SOLAR & INFRA VCT,Financial Services,Financials,07/04/2016
FTSV,FORESIGHT SOLAR & INFRA VCT,Financial Services,Financials,02/11/2010
FTV,FORESIGHT VCT PLC,Financial Services,Financials,02/03/2011
FTVI,FORESIGHT VCT PLC,Financial Services,Financials,22/02/2012
FTVP,FORESIGHT VCT PLC,Financial Services,Financials,04/03/2010
FORT,FORTERRA PLC,Construction & Materials,Industrials,26/04/2016
FOX,FOX MARBLE HOLDINGS PLC,Construction & Materials,Industrials,31/08/2012
FOXT,FOXTONS GROUP PLC,Real Estate,Financials,20/09/2013
FRAN,FRANCHISE BRANDS PLC,Retail,Consumer Services,05/08/2016
FREE,FREEAGENT HOLDINGS PLC,Technology,Technology,16/11/2016
FCCN,FRENCH CONNECTION GROUP PLC,Retail,Consumer Services,08/07/2005
FEN,FRENKEL TOPPING GROUP PLC,Financial Services,Financials,24/03/2005
FRES,FRESNILLO PLC,Basic Resources,Basic Materials,22/09/2008
FRR,FRONTERA RESOURCES CORPORATION,Oil & Gas,Oil & Gas,02/08/2011
FDEV,FRONTIER DEVELOPMENTS PLC,Personal & Household Goods,Consumer Goods,15/07/2013
FIPP,FRONTIER IP GROUP PLC,Industrial Goods & Services,Industrials,31/01/2011
FST,FRONTIER SMART TECHNOLOGIES GRP LTD,Technology,Technology,10/03/2017
FCRM,FULCRUM UTILITY SERVICES LD,Utilities,Utilities,13/07/2010
53GW,"FULLER,SMITH & TURNER PLC",Travel & Leisure,Consumer Services,28/06/2002
54GW,"FULLER,SMITH & TURNER PLC",Travel & Leisure,Consumer Services,28/06/2002
FSTA,"FULLER,SMITH & TURNER PLC",Travel & Leisure,Consumer Services,06/08/2007
FCIC,FUNDING CIRCLE SME INCOME FUND LTD,Financial Services,Financials,12/04/2017
FCIF,FUNDING CIRCLE SME INCOME FUND LTD,Financial Services,Financials,30/11/2015
FEET,FUNDSMITH EMERGING EQUITIES TRUST P,Financial Services,Financials,25/06/2014
FUM,FUTURA MEDICAL PLC,Healthcare,Health Care,22/07/2003
FUTR,FUTURE PLC,Media,Consumer Services,02/02/2017
GFS,G4S PLC,Industrial Goods & Services,Industrials,20/07/2004
GMP,GABELLI MERGER PLUS+ TRUST PLC,,,19/07/2017
GVP,GABELLI VALUE PLUS+ TRUST PLC,Financial Services,Financials,19/02/2015
GAL,GALANTAS GOLD CORPORATION,Basic Resources,Basic Materials,14/04/2014
GLR,GALILEO RESOURCES PLC,Basic Resources,Basic Materials,28/09/2011
GFRD,GALLIFORD TRY PLC,Personal & Household Goods,Consumer Goods,07/10/2009
GMAA,GAMA AVIATION PLC,Industrial Goods & Services,Industrials,10/11/2010
GMD,GAME DIGITAL PLC,Retail,Consumer Services,11/06/2014
GAW,GAMES WORKSHOP GROUP PLC,Personal & Household Goods,Consumer Goods,08/07/2005
GMR,GAMING REALMS PLC,Travel & Leisure,Consumer Services,01/08/2013
GAMA,GAMMA COMMUNICATIONS PLC,Telecommunications,Telecommunications,10/10/2014
GAN,GAN PLC,Technology,Technology,25/11/2013
GTLY,GATELEY (HOLDINGS) PLC,Industrial Goods & Services,Industrials,08/06/2015
GATC,GATTACA PLC,Industrial Goods & Services,Industrials,20/12/2006
GBGI,GBGI LIMITED,Insurance,Financials,22/02/2017
GBG,GB GROUP PLC,Technology,Technology,10/09/1999
GCM,GCM RESOURCES PLC,Basic Resources,Basic Materials,02/12/2005
GABI,GCP ASSET BACKED INCOME FUND LTD,Financial Services,Financials,23/10/2015
GCP,GCP INFRASTRUCTURE INVESTMENTS LD,Financial Services,Financials,22/07/2010
DIGS,GCP STUDENT LIVING PLC,Real Estate,Financials,20/05/2013
G4M,GEAR4MUSIC (HOLDINGS) PLC,Personal & Household Goods,Consumer Goods,03/06/2015
GCL,GEIGER COUNTER LD,Financial Services,Financials,10/07/2006
GEMD,GEM DIAMONDS LD,Basic Resources,Basic Materials,20/02/2007
GDR,GENEDRIVE PLC,Healthcare,Health Care,04/04/2007
GENL,GENEL ENERGY PLC,Oil & Gas,Oil & Gas,22/06/2011
GACA,GENERAL ACCIDENT PLC,Insurance,Financials,13/12/2004
GACB,GENERAL ACCIDENT PLC,Insurance,Financials,13/12/2004
GEC,GENERAL ELECTRIC COMPANY,Industrial Goods & Services,Industrials,27/09/2004
GSS,GENESIS EMERGING MARKETS FUND LD,Financial Services,Financials,02/11/2009
GNS,GENUS PLC,Healthcare,Health Care,02/12/2005
GHG,GEORGIA HEALTHCARE GROUP PLC,Healthcare,Health Care,12/11/2015
GEO,GEORGIAN MINING CORP,Basic Resources,Basic Materials,11/10/2016
GETB,GETBUSY PLC,Technology,Technology,04/08/2017
GTC,GETECH GROUP PLC,Oil & Gas,Oil & Gas,20/09/2006
GFIN,GFINITY PLC,Media,Consumer Services,22/12/2014
GKN,GKN PLC,Automobiles & Parts,Consumer Goods,21/06/2004
GLB,GLANBIA PLC,Food & Beverage,Consumer Goods,08/07/2005
GSK,GLAXOSMITHKLINE PLC,Healthcare,Health Care,24/11/2003
GLEN,GLENCORE PLC,Basic Resources,Basic Materials,24/05/2011
GLIF,GLI FINANCE LD,Financial Services,Financials,21/03/2007
GLIZ,GLI FINANCE LD,Financial Services,Financials,05/10/2015
DATA,GLOBALDATA PLC,Media,Consumer Services,25/04/2013
GFIR,GLOBAL FIXED INC REAL. LD,Financial Services,Financials,30/11/2006
GINV,GLOBAL INVACOM GROUP LIMITED,Technology,Technology,02/07/2014
GBP,GLOBAL PETROLEUM LD,Oil & Gas,Oil & Gas,07/03/2005
GPH,GLOBAL PORTS HOLDING PLC,Industrial Goods & Services,Industrials,17/05/2017
GRIT,GLOBAL RESOURCES INVESTMENT TST PLC,Financial Services,Financials,07/03/2014
GWI,GLOBALWORTH REAL ESTATE INVESTMENTS,Real Estate,Financials,25/07/2013
GLOO,GLOO NETWORKS PLC,Financial Services,Financials,11/08/2015
GOG,GO-AHEAD GROUP PLC,Travel & Leisure,Consumer Services,31/10/2003
GOAL,GOALS SOCCER CENTRES PLC,Travel & Leisure,Consumer Services,13/03/2007
GOCO,GOCOMPARE.COM GROUP PLC,Media,Consumer Services,03/11/2016
GPM,GOLDEN PROSPECT PRECIOUS METALS LD,Financial Services,Financials,21/03/2007
GCG,GOLDEN ROCK GLOBAL PLC,Financial Services,Financials,31/10/2016
GSR,GOLDEN SAINT RESOURCES LTD,Basic Resources,Basic Materials,19/07/2013
GDP,GOLDPLAT PLC,Basic Resources,Basic Materials,20/12/2006
GRL,GOLDSTONE RESOURCES LD,Basic Resources,Basic Materials,31/10/2014
GHH,GOOCH & HOUSEGO PLC,Industrial Goods & Services,Industrials,02/06/2000
GOOD,GOOD ENERGY GROUP PLC,Utilities,Utilities,30/07/2012
GDWN,GOODWIN PLC,Industrial Goods & Services,Industrials,16/12/2008
GOR,GORDON DADDS GROUP PLC,Industrial Goods & Services,Industrials,04/08/2017
GOT,GOTECH GROUP PLC,Technology,Technology,09/09/2014
GRA,GRAFENIA PLC,Industrial Goods & Services,Industrials,21/12/2005
GFTU,GRAFTON GROUP PLC,Industrial Goods & Services,Industrials,08/07/2005
GRI,GRAINGER PLC,Real Estate,Financials,25/02/2005
GFHG,GRAND FORTUNE HIGH GRADE LIMITED,Financial Services,Financials,22/05/2017
GIPO,GRAND GROUP INVESTMENT PLC,Financial Services,Financials,27/01/2015
GRPH,GRAPHENE NANOCHEM PLC,Oil & Gas,Oil & Gas,26/03/2013
GGP,GREATLAND GOLD PLC,Basic Resources,Basic Materials,03/07/2006
GPOR,GREAT PORTLAND ESTATES PLC,Real Estate,Financials,18/05/2017
GWMO,GREAT WESTERN MINING CORP. PLC,Basic Resources,Basic Materials,18/08/2011
GRP,GREENCOAT RENEWABLES PLC,Financial Services,Financials,25/07/2017
UKW,GREENCOAT UK WIND PLC,Financial Services,Financials,27/03/2013
GNC,GREENCORE GROUP PLC,Food & Beverage,Consumer Goods,08/07/2005
GDG,GREEN DRAGON GAS LD,Oil & Gas,Oil & Gas,20/12/2006
GNK,GREENE KING PLC,Travel & Leisure,Consumer Services,05/09/2005
GRN,GREEN REIT PLC,Real Estate,Financials,18/07/2013
GSH,GREEN & SMART HOLDINGS PLC,Utilities,Utilities,12/05/2016
GRG,GREGGS PLC,Retail,Consumer Services,18/05/2009
GDL,GREKA DRILLING,Oil & Gas,Oil & Gas,08/03/2011
GHE,GRESHAM HOUSE PLC,Financial Services,Financials,16/09/2002
GHS,GRESHAM HOUSE STRATEGIC PLC,Financial Services,Financials,07/08/2015
GHT,GRESHAM TECHNOLOGIES PLC,Technology,Technology,19/12/2005
GFM,GRIFFIN MINING LD,Basic Resources,Basic Materials,02/06/2000
GRIO,GROUND RENTS INCOME FUND PLC,Financial Services,Financials,13/08/2012
GKP,GULF KEYSTONE PETROLEUM LD,Oil & Gas,Oil & Gas,09/12/2016
GMS,GULF MARINE SERVICES PLC,Oil & Gas,Oil & Gas,19/03/2014
GPX,GULFSANDS PETROLEUM PLC,Oil & Gas,Oil & Gas,14/03/2006
GUN,GUNSYND PLC,Healthcare,Health Care,24/05/2011
GUS,GUSBOURNE PLC,Food & Beverage,Consumer Goods,25/10/2012
GVC,GVC HOLDINGS PLC,Travel & Leisure,Consumer Services,24/05/2010
GYG,GYG PLC,Industrial Goods & Services,Industrials,05/07/2017
HWSC,HADRIAN'S WALL SECURED INVEST. LD,Financial Services,Financials,31/05/2017
HWSL,HADRIAN'S WALL SECURED INVEST. LD,Financial Services,Financials,20/06/2016
HNL,HAGUE AND LONDON OIL PLC,Oil & Gas,Oil & Gas,22/12/2014
HAIK,HAIKE CHEMICAL GROUP LD,Oil & Gas,Oil & Gas,14/02/2007
HFD,HALFORDS GROUP PLC,Retail,Consumer Services,03/06/2004
HLMA,HALMA PLC,Industrial Goods & Services,Industrials,31/10/2003
HAL,HALOSOURCE INC.,Chemicals,Basic Materials,18/10/2010
HALO,HALOSOURCE INC.,Chemicals,Basic Materials,18/10/2010
HMSO,HAMMERSON PLC,Real Estate,Financials,20/06/2005
HSD,HANSARD GLOBAL PLC,Insurance,Financials,13/12/2006
HAN,HANSA TRUST PLC,Financial Services,Financials,21/12/2005
HANA,HANSA TRUST PLC,Financial Services,Financials,21/12/2005
HSTN,HANSTEEN HOLDINGS PLC,Real Estate,Financials,20/03/2006
HVPE,HARBOURVEST GLOBAL PRIVATE EQUITY L,Financial Services,Financials,10/10/2014
HDD,HARDIDE PLC,Chemicals,Basic Materials,04/04/2005
HDY,HARDY OIL & GAS PLC,Oil & Gas,Oil & Gas,19/12/2005
HHV,HARGREAVE HALE AIM VCT 1 PLC,Financial Services,Financials,07/07/2006
HHVT,HARGREAVE HALE AIM VCT 2 PLC,Financial Services,Financials,17/04/2007
HL.,HARGREAVES LANSDOWN PLC,Financial Services,Financials,15/05/2007
HSP,HARGREAVES SERVICES PLC,Industrial Goods & Services,Industrials,20/12/2006
HMI,HARVEST MINERALS LIMITED,Basic Resources,Basic Materials,25/07/2016
HVN,HARVEY NASH GROUP PLC,Industrial Goods & Services,Industrials,10/09/1999
HW.,HARWOOD WEALTH MANAGEMENT GROUP PLC,Financial Services,Financials,29/03/2016
HWG,HARWORTH GROUP PLC,Real Estate,Financials,03/05/2016
HSTG,HASTINGS GROUP HOLDINGS PLC,Insurance,Financials,15/10/2015
HVE,HAVELOCK EUROPA PLC,Personal & Household Goods,Consumer Goods,19/09/2006
HAYD,HAYDALE GRAPHENE INDUSTRIES PLC,Chemicals,Basic Materials,14/04/2014
HYNS,HAYNES PUBLISHING GROUP PLC,Media,Consumer Services,15/09/1999
HAS,HAYS PLC,Industrial Goods & Services,Industrials,19/09/2005
HAYT,HAYWARD TYLER GROUP PLC,Industrial Goods & Services,Industrials,18/01/2010
HR1A,HAZEL RENEWABLE ENERGY VCT 1 PLC,Financial Services,Financials,10/01/2011
HR1O,HAZEL RENEWABLE ENERGY VCT 1 PLC,Financial Services,Financials,10/01/2011
HR2A,HAZEL RENEWABLE ENERGY VCT 2 PLC,Financial Services,Financials,10/01/2011
HR2O,HAZEL RENEWABLE ENERGY VCT 2 PLC,Financial Services,Financials,10/01/2011
HBO4,HBOS CAPITAL FUNDING NO. 4 L.P.,,,20/03/2008
HEAD,HEADLAM GROUP PLC,Personal & Household Goods,Consumer Goods,22/09/2008
HSM,HEATH(SAMUEL)& SONS PLC,Construction & Materials,Industrials,02/10/2000
HVT,HEAVITREE BREWERY PLC,Travel & Leisure,Consumer Services,02/06/2000
HVTA,HEAVITREE BREWERY PLC,Travel & Leisure,Consumer Services,16/08/2006
HVTB,HEAVITREE BREWERY PLC,Travel & Leisure,Consumer Services,01/07/1996
HLCL,HELICAL PLC,Real Estate,Financials,18/06/2007
HUW,HELIOS UNDERWRITING PLC,Insurance,Financials,04/09/2007
HAST,HENDERSON ALTERNATIVE STRAT.TST PLC,Financial Services,Financials,08/07/2005
HDIV,HENDERSON DIVERSIFIED INC TST PLC,Financial Services,Financials,27/04/2017
HEFT,HENDERSON EUROPEAN FOCUS TRUST PLC,Financial Services,Financials,08/07/2005
HNE,HENDERSON EUROTRUST PLC,Financial Services,Financials,02/12/2005
HFEL,HENDERSON FAR EAST INCOME LD,Financial Services,Financials,18/12/2006
HHI,HENDERSON HIGH INCOME TRUST PLC,Financial Services,Financials,02/12/2005
HINT,HENDERSON INTERNATIONAL INC.TST PLC,Financial Services,Financials,28/04/2011
HOT,HENDERSON OPPORTUNITIES TRUST PLC,Financial Services,Financials,22/01/2007
44IO,HENDERSON SMALLER COS INV TST PLC,Financial Services,Financials,28/06/2002
HSL,HENDERSON SMALLER COS INV TST PLC,Financial Services,Financials,08/07/2005
HRI,HERALD INV TST PLC,Financial Services,Financials,08/07/2005
HER,HERENCIA RESOURCES PLC,Basic Resources,Basic Materials,22/02/2005
HPAC,HERMES PACIFIC INVESTMENTS PLC,Travel & Leisure,Consumer Services,10/09/2013
HGT,HG CAPITAL TRUST PLC,Financial Services,Financials,08/07/2005
HBRN,HIBERNIA REIT P.L.C.,Real Estate,Financials,11/12/2013
HICL,HICL INFRASTRUCTURE COMPANY LD,Financial Services,Financials,22/09/2008
HID,HIDONG ESTATE PLC,Food & Beverage,Consumer Goods,16/04/1996
HMSF,HIGHBRIDGE MULTI-STRATEGY FUND LTD,Financial Services,Financials,22/09/2008
HCFT,HIGHCROFT INVESTMENTS PLC,Real Estate,Financials,21/12/2006
HGM,HIGHLAND GOLD MINING LD,Basic Resources,Basic Materials,02/12/2005
HNR,HIGHLANDS NATURAL RESOURCES PLC,Financial Services,Financials,25/03/2015
HWC,HIGHWAY CAPITAL PLC,Financial Services,Financials,17/09/1999
HIK,HIKMA PHARMACEUTICALS PLC,Healthcare,Health Care,19/12/2005
HILS,HILL & SMITH HLDGS PLC,Industrial Goods & Services,Industrials,02/12/2005
HFG,HILTON FOOD GROUP PLC,Food & Beverage,Consumer Goods,17/05/2007
HYF,HIMALAYAN FUND N.V.,Financial Services,Financials,17/08/2006
HSX,HISCOX LD,Insurance,Financials,26/03/2015
HMLH,HML HOLDINGS PLC,Real Estate,Financials,21/03/2007
HOC,HOCHSCHILD MINING PLC,Basic Resources,Basic Materials,18/12/2006
HRG,HOGG ROBINSON GROUP PLC,Industrial Goods & Services,Industrials,18/12/2006
HDT,HOLDERS TECHNOLOGY PLC,Industrial Goods & Services,Industrials,28/06/2002
BOWL,HOLLYWOOD BOWL GROUP PLC,Travel & Leisure,Consumer Services,21/09/2016
HSV,HOMESERVE PLC,Industrial Goods & Services,Industrials,20/07/2015
HONY,HONEYCOMB INVESTMENT TRUST PLC,,,23/12/2015
HON,HONEYWELL INTERNATIONAL INC,Industrial Goods & Services,Industrials,27/09/2004
HKLB,HONGKONG LAND HLDGS LD,Real Estate,Financials,03/11/2004
HKLD,HONGKONG LAND HLDGS LD,Real Estate,Financials,27/09/2004
HKLJ,HONGKONG LAND HLDGS LD,Real Estate,Financials,18/05/2005
HZD,HORIZON DISCOVERY GROUP PLC,Healthcare,Health Care,27/03/2014
HZM,HORIZONTE MINERALS PLC,Basic Resources,Basic Materials,21/03/2007
HRN,HORNBY PLC,Personal & Household Goods,Consumer Goods,02/12/2005
HSW,HOSTELWORLD GROUP PLC,Travel & Leisure,Consumer Services,31/10/2015
HOTC,HOTEL CHOCOLAT GROUP PLC,Food & Beverage,Consumer Goods,10/05/2016
HWDN,HOWDEN JOINERY GROUP PLC,Industrial Goods & Services,Industrials,22/09/2008
HSBA,HSBC HLDGS PLC,Banks,Financials,13/01/2006
HSS,HSS HIRE GROUP PLC,Industrial Goods & Services,Industrials,07/02/2015
HAT,H&T GROUP PLC,Financial Services,Financials,16/12/2008
HUM,HUMMINGBIRD RESOURCES PLC,Basic Resources,Basic Materials,10/12/2010
HUNT,HUNTERS PROPERTY PLC,Real Estate,Financials,02/07/2015
HTG,HUNTING PLC,Oil & Gas,Oil & Gas,16/01/2006
HNT,HUNTSWORTH PLC,Media,Consumer Services,02/12/2005
HUR,HURRICANE ENERGY PLC,Oil & Gas,Oil & Gas,04/02/2014
HCM,HUTCHISON CHINA MEDITECH LD,Healthcare,Health Care,21/03/2007
HVO,HVIVO PLC,Healthcare,Health Care,03/05/2012
HWA,HWANGE COLLIERY COMPANY LIMITED,Basic Resources,Basic Materials,11/08/2005
HYR,HYDRODEC GROUP PLC,Oil & Gas,Oil & Gas,16/09/2008
HYDG,HYDROGEN GROUP PLC,Industrial Goods & Services,Industrials,20/12/2006
HYG,HYGEA VCT PLC,Financial Services,Financials,28/04/2006
I3E,I3 ENERGY PLC,Oil & Gas,Oil & Gas,25/07/2017
IBST,IBSTOCK PLC,Construction & Materials,Industrials,27/10/2015
ICGT,ICG ENTERPRISE TRUST PLC,Financial Services,Financials,08/07/2005
LBOW,ICG-LONGBOW SNR SEC. UK PTY DBT INV,Financial Services,Financials,05/02/2013
IDEA,IDEAGEN PLC,Technology,Technology,02/07/2012
IDOX,IDOX PLC,Technology,Technology,19/12/2000
IBPO,IENERGIZER LD,Industrial Goods & Services,Industrials,14/09/2010
IFP,IFG GROUP PLC,Financial Services,Financials,08/07/2005
IGAS,IGAS ENERGY PLC,Oil & Gas,Oil & Gas,15/06/2017
IGR,IG DESIGN GROUP PLC,Personal & Household Goods,Consumer Goods,02/12/2005
IGG,IG GROUP HOLDINGS PLC,Financial Services,Financials,04/05/2005
IKA,ILIKA PLC,Oil & Gas,Oil & Gas,14/05/2010
IGE,IMAGE SCAN HOLDINGS PLC,Industrial Goods & Services,Industrials,20/12/2006
IMTK,IMAGINATIK PLC,Technology,Technology,15/08/2014
IMG,IMAGINATION TECHNOLOGIES GROUP PLC,Technology,Technology,08/07/2005
IMO,IMIMOBILE PLC,Technology,Technology,27/06/2014
IMI,IMI PLC,Industrial Goods & Services,Industrials,17/02/2014
IME,IMMEDIA GROUP PLC,Media,Consumer Services,23/09/2004
IDH,IMMUNODIAGNOSTIC SYSTEMS HLDGS PLC,Healthcare,Health Care,21/09/2005
IMM,IMMUPHARMA PLC,Healthcare,Health Care,17/03/2009
IHR,IMPACT HEALTHCARE REIT PLC,,,07/03/2017
IAEA,IMPAX ASIAN ENVIRONMENTAL MKTS PLC,,,06/08/2013
IAEB,IMPAX ASIAN ENVIRONMENTAL MKTS PLC,,,06/08/2013
IAES,IMPAX ASIAN ENVIRONMENTAL MKTS PLC,,,23/10/2009
IPX,IMPAX ASSET MANAGEMENT GROUP PLC,Financial Services,Financials,22/03/2006
IEM,IMPAX ENVIRONMENTAL MARKETS PLC,Financial Services,Financials,20/03/2006
IPEL,IMPELLAM GROUP PLC,Industrial Goods & Services,Industrials,04/09/2012
IMB,IMPERIAL BRANDS PLC,Personal & Household Goods,Consumer Goods,17/04/2001
INCH,INCHCAPE PLC,Retail,Consumer Services,17/05/2010
IKK,INCH KENNETH KAJANG RUBBER,Chemicals,Basic Materials,16/04/1996
IGV,INCOME & GROWTH VCT (THE) PLC,Financial Services,Financials,08/02/2008
IIT,INDEPENDENT INV TST PLC,Financial Services,Financials,18/10/2000
INM,INDEPENDENT NEWS & MEDIA PLC,Media,Consumer Services,14/06/2010
IOG,INDEPENDENT OIL & GAS PLC,Oil & Gas,Oil & Gas,30/09/2013
IGC,INDIA CAPITAL GROWTH FUND LD,Financial Services,Financials,22/12/2005
IND,INDIGOVISION GROUP PLC,Technology,Technology,22/06/2005
INDV,INDIVIOR PLC,Healthcare,Health Care,23/12/2014
INDI,INDUS GAS LD,Oil & Gas,Oil & Gas,06/06/2008
INFT,INFINITY ENERGY S.A,Financial Services,Financials,17/02/2012
INF,INFORMA PLC,Media,Consumer Services,30/05/2014
INFA,INFRASTRATA PLC,Utilities,Utilities,17/01/2008
IIP,INFRASTRUCTURE INDIA PLC,Financial Services,Financials,30/06/2008
IE1G,INGENIOUS ENTERTAINMENT VCT 1 PLC,,,19/04/2012
IE1H,INGENIOUS ENTERTAINMENT VCT 1 PLC,,,17/04/2013
IEVG,INGENIOUS ENTERTAINMENT VCT 2 PLC,,,19/04/2012
IEVH,INGENIOUS ENTERTAINMENT VCT 2 PLC,,,17/04/2013
ING,INGENTA PLC,Technology,Technology,25/07/2008
INL,INLAND HOMES PLC,Real Estate,Financials,03/04/2007
ISAT,INMARSAT PLC,Telecommunications,Telecommunications,22/09/2008
IDP,INNOVADERMA PLC,Personal & Household Goods,Consumer Goods,07/09/2016
IHC,INSPIRATION HEALTHCARE GROUP PLC,Healthcare,Health Care,24/06/2015
INSE,INSPIRED ENERGY PLC,Industrial Goods & Services,Industrials,28/11/2011
INSP,INSPIRIT ENERGY HOLDINGS PLC,Construction & Materials,Industrials,14/12/2010
INS,INSTEM  PLC,Technology,Technology,13/10/2010
IDHC,INTEGRATED DIAGNOSTICS HOLDINGS PLC,Healthcare,Health Care,09/05/2015
SKIN,INTEGUMEN PLC,Personal & Household Goods,Consumer Goods,05/04/2017
IEH,INTELLIGENT ENERGY HOLDINGS PLC,Oil & Gas,Oil & Gas,09/07/2014
IGP,INTERCEDE GROUP PLC,Technology,Technology,08/01/2001
IHG,INTERCONTINENTAL HOTELS GROUP PLC,Travel & Leisure,Consumer Services,08/05/2017
