MarketSymbol,Symbol,IssuerName,Sector,Industry,IPO,Market
NASDAQ:JNCE,JNCE,"Jounce Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2017,NASDAQ
LSE:JPEL,JPEL,JPEL PRIVATE EQUITY LTD,,,02/05/2017,LSE
LSE:JPSZ,JPSZ,JPEL PRIVATE EQUITY LTD,,,12/09/2011,LSE
LSE:JAM,JAM,JPMORGAN AMERICAN IT PLC,Financial Services,Financials,08/05/2014,LSE
LSE:JAI,JAI,JPMORGAN ASIAN INVESTMENT TRUST PLC,Financial Services,Financials,09/02/2006,LSE
LSE:JPB,JPB,JPMORGAN BRAZIL INV TRUST PLC,Financial Services,Financials,26/04/2010,LSE
LSE:JMC,JMC,JPMORGAN CHINESE I.T.PLC,Financial Services,Financials,18/12/2007,LSE
LSE:JCH,JCH,JPMORGAN CLAVERHOUSE IT PLC,Financial Services,Financials,08/07/2005,LSE
LSE:JPE,JPE,JPMORGAN ELECT PLC,Financial Services,Financials,15/01/2004,LSE
LSE:JPEC,JPEC,JPMORGAN ELECT PLC,Financial Services,Financials,19/01/2004,LSE
LSE:JPEI,JPEI,JPMORGAN ELECT PLC,Financial Services,Financials,19/01/2004,LSE
LSE:JMG,JMG,JPMORGAN EMERGING MKTS INV TRST PLC,Financial Services,Financials,08/07/2005,LSE
LSE:JESC,JESC,JPMORGAN EURO SMALL CO. TRUST PLC,Financial Services,Financials,23/07/2014,LSE
LSE:JETG,JETG,JPMORGAN EUROPEAN INVEST TST PLC,Financial Services,Financials,02/08/2006,LSE
LSE:JETI,JETI,JPMORGAN EUROPEAN INVEST TST PLC,Financial Services,Financials,02/08/2006,LSE
LSE:JGCI,JGCI,JPMORGAN GLBL CONVERTIBLES INC FD,Financial Services,Financials,11/06/2013,LSE
LSE:JEMI,JEMI,JPMORGAN GLOBAL EMERG. MKTS. IT PLC,Financial Services,Financials,29/07/2010,LSE
LSE:JPGI,JPGI,JPMORGAN GLOBAL GWTH & INC PLC,Financial Services,Financials,08/01/2016,LSE
LSE:JPI,JPI,JPMORGAN INCOME & CAPITAL TRUST PLC,Financial Services,Financials,03/03/2008,LSE
LSE:JPIU,JPIU,JPMORGAN INCOME & CAPITAL TRUST PLC,Financial Services,Financials,03/03/2008,LSE
LSE:JPIZ,JPIZ,JPMORGAN INCOME & CAPITAL TRUST PLC,Financial Services,Financials,03/03/2008,LSE
LSE:JII,JII,JPMORGAN INDIAN INV TRUST PLC,Financial Services,Financials,08/07/2005,LSE
LSE:JPS,JPS,JPMORGAN JAPAN SMALLER CO TST PLC,Financial Services,Financials,02/12/2005,LSE
LSE:JPSS,JPSS,JPMORGAN JAPAN SMALLER CO TST PLC,Financial Services,Financials,16/12/2014,LSE
LSE:JFJ,JFJ,JPMORGAN JAPANESE INV. TRUST PLC,Financial Services,Financials,13/01/2004,LSE
LSE:JMF,JMF,JPMORGAN MID CAP INV TRUST PLC,Financial Services,Financials,08/07/2005,LSE
LSE:JRS,JRS,JPMORGAN RUSSIAN SECS PLC,Financial Services,Financials,03/03/2006,LSE
LSE:JMI,JMI,JPMORGAN SMALLER COS IT PLC,Financial Services,Financials,02/12/2005,LSE
LSE:JUSC,JUSC,JPMORGAN US SMALLER CO. INV TST PLC,Financial Services,Financials,06/03/2014,LSE
LSE:JLP,JLP,JUBILEE PLATINUM PLC,Basic Resources,Basic Materials,23/09/2004,LSE
LSE:JDG,JDG,JUDGES SCIENTIFIC PLC,Industrial Goods & Services,Industrials,21/12/2005,LSE
NYSE:JMEI,JMEI,Jumei International Holding Limited,Consumer Services,Other Specialty Stores,2014,NYSE
NYSE:JNPR,JNPR,"Juniper Networks, Inc.",Technology,Computer Communications Equipment,1999,NYSE
NASDAQ:JNP,JNP,"Juniper Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,NASDAQ
NASDAQ:JUNO,JUNO,"Juno Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,NASDAQ
NYSE:JP,JP,Jupai Holdings Limited,Consumer Services,Other Consumer Services,2015,NYSE
LSE:JDT,JDT,JUPITER DIVIDEND & GROWTH TRUST PLC,Financial Services,Financials,01/12/2005,LSE
LSE:JDTC,JDTC,JUPITER DIVIDEND & GROWTH TRUST PLC,Financial Services,Financials,01/11/2010,LSE
LSE:JDTZ,JDTZ,JUPITER DIVIDEND & GROWTH TRUST PLC,Financial Services,Financials,01/11/2010,LSE
LSE:JEFI,JEFI,JUPITER EMERGING & FRONTIER INC TST,Financial Services,Financials,15/05/2017,LSE
LSE:JEO,JEO,JUPITER EUROPEAN OPPS TRUST PLC,Financial Services,Financials,02/12/2005,LSE
LSE:JUP,JUP,JUPITER FUND MANAGEMENT PLC,Financial Services,Financials,16/06/2010,LSE
LSE:JGC,JGC,JUPITER GREEN INVESTMENT TRUST PLC,Financial Services,Financials,20/03/2007,LSE
LSE:JUKG,JUKG,JUPITER UK GROWTH INVEST.TRST.PLC  ,Financial Services,Financials,22/11/2013,LSE
LSE:JUS,JUS,JUPITER US SMALLER COMPANIES PLC,Financial Services,Financials,02/12/2005,LSE
LSE:JIL,JIL,JURIDICA INVESTMENTS LD,Financial Services,Financials,21/12/2007,LSE
LSE:JE.,JE.,JUST EAT PLC,Retail,Consumer Services,08/04/2014,LSE
NYSE:JE,JE,"Just Energy Group, Inc.",Public Utilities,Oil/Gas Transmission,n/a,NYSE
NYSE:JE^A,JE^A,"Just Energy Group, Inc.",n/a,n/a,n/a,NYSE
LSE:JUST,JUST,JUST GROUP PLC,Insurance,Financials,15/11/2013,LSE
LSE:JZCP,JZCP,JZ CAPITAL PARTNERS LD,Financial Services,Financials,23/06/2009,LSE
LSE:JZCZ,JZCZ,JZ CAPITAL PARTNERS LD,Financial Services,Financials,01/10/2015,LSE
LSE:KCR,KCR,K&C REIT PLC ,Real Estate,Financials,03/07/2015,LSE
NYSE:LRN,LRN,K12 Inc,Consumer Services,Other Consumer Services,n/a,NYSE
NASDAQ:KTWO,KTWO,"K2M Group Holdings, Inc.",Health Care,Medical/Dental Instruments,2014,NASDAQ
LSE:KBT,KBT,K3 BUSINESS TECHNOLOGY GROUP PLC,Technology,Technology,29/04/2004,LSE
LSE:K3C,K3C,K3 CAPITAL GROUP PLC,Industrial Goods & Services,Industrials,11/04/2017,LSE
NYSE:KAI,KAI,Kadant Inc,Technology,Industrial Machinery/Components,n/a,NYSE
NYSE:KDMN,KDMN,"Kadmon Holdings, Inc.",Health Care,Major Pharmaceuticals,2016,NYSE
LSE:KNOS,KNOS,KAINOS GROUP PLC,Technology,Technology,10/07/2015,LSE
NASDAQ:KALU,KALU,Kaiser Aluminum Corporation,Capital Goods,Metal Fabrications,n/a,NASDAQ
LSE:KAKU,KAKU,KAKUZI LD,,,16/03/2006,LSE
NASDAQ:KALA,KALA,"Kala Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2017,NASDAQ
NASDAQ:KALV,KALV,"KalVista Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2015,NASDAQ
NASDAQ:KMDA,KMDA,Kamada Ltd.,Health Care,Major Pharmaceuticals,2013,NASDAQ
NYSE:KAMN,KAMN,Kaman Corporation,Consumer Durables,Industrial Specialties,n/a,NYSE
NASDAQ:KNDI,KNDI,"Kandi Technologies Group, Inc.",Capital Goods,Auto Manufacturing,n/a,NASDAQ
NYSE:KSU,KSU,Kansas City Southern,Transportation,Railroads,n/a,NYSE
NYSE:KSU^,KSU^,Kansas City Southern,Transportation,Railroads,n/a,NYSE
NYSE:KS,KS,KapStone Paper and Packaging Corporation,Basic Industries,Paper,n/a,NYSE
NYSE:KAR,KAR,"KAR Auction Services, Inc",Consumer Durables,Automotive Aftermarket,2009,NYSE
LSE:KDR,KDR,KARELIAN DIAMOND RESOURCES PLC,Basic Resources,Basic Materials,21/06/2006,LSE
NASDAQ:KPTI,KPTI,Karyopharm Therapeutics Inc.,Health Care,Major Pharmaceuticals,2013,NASDAQ
LSE:KAT,KAT,KATORO GOLD PLC,Basic Resources,Basic Materials,27/04/2015,LSE
NASDAQ:KAAC,KAAC,Kayne Anderson Acquisition Corp.,Finance,Business Services,2017,NASDAQ
NASDAQ:KAACU,KAACU,Kayne Anderson Acquisition Corp.,Finance,Business Services,2017,NASDAQ
NASDAQ:KAACW,KAACW,Kayne Anderson Acquisition Corp.,Finance,Business Services,2017,NASDAQ
NYSE:KED,KED,Kayne Anderson Energy Development Company,n/a,n/a,2006,NYSE
NYSE:KYE,KYE,"Kayne Anderson Energy Total Return Fund, Inc.",n/a,n/a,2005,NYSE
NYSE:KMF,KMF,"Kayne Anderson Midstream Energy Fund, Inc",n/a,n/a,2010,NYSE
NYSE:KYN,KYN,Kayne Anderson MLP Investment Company,n/a,n/a,2004,NYSE
NYSE:KYN^F,KYN^F,Kayne Anderson MLP Investment Company,n/a,n/a,n/a,NYSE
LSE:KAZ,KAZ,KAZ MINERALS PLC,Basic Resources,Basic Materials,19/12/2005,LSE
NYSE:KB,KB,KB Financial Group Inc,Finance,Commercial Banks,n/a,NYSE
NYSE:KBH,KBH,KB Home,Capital Goods,Homebuilding,1986,NYSE
NASDAQ:KBLM,KBLM,KBL Merger Corp. IV,Finance,Business Services,2017,NASDAQ
NASDAQ:KBLMR,KBLMR,KBL Merger Corp. IV,Finance,Business Services,2017,NASDAQ
NASDAQ:KBLMU,KBLMU,KBL Merger Corp. IV,Finance,Business Services,2017,NASDAQ
NASDAQ:KBLMW,KBLMW,KBL Merger Corp. IV,Finance,Business Services,2017,NASDAQ
NYSE:KBR,KBR,"KBR, Inc.",Basic Industries,Military/Government/Technical,2006,NYSE
NASDAQ:KBSF,KBSF,KBS Fashion Group Limited,Consumer Non-Durables,Apparel,2013,NASDAQ
NYSE:KAP,KAP,"KCAP Financial, Inc.",n/a,n/a,n/a,NYSE
NASDAQ:KCAP,KCAP,"KCAP Financial, Inc.",n/a,n/a,2006,NASDAQ
NASDAQ:KCAPL,KCAPL,"KCAP Financial, Inc.",n/a,n/a,n/a,NASDAQ
LSE:KCOM,KCOM,KCOM GROUP PLC,Telecommunications,Telecommunications,19/09/2005,LSE
NYSE:FRAC,FRAC,"Keane Group, Inc.",Energy,Oilfield Services/Equipment,2017,NYSE
NASDAQ:KRNY,KRNY,Kearny Financial,Finance,Savings Institutions,n/a,NASDAQ
LSE:KEFI,KEFI,KEFI MINERALS PLC,Basic Resources,Basic Materials,02/03/2017,LSE
LSE:KLN,KLN,KELLAN GROUP (THE) PLC,Industrial Goods & Services,Industrials,21/09/2005,LSE
LSE:KLR,KLR,KELLER GROUP PLC,Construction & Materials,Industrials,27/11/2006,LSE
NYSE:K,K,Kellogg Company,Consumer Non-Durables,Packaged Foods,n/a,NYSE
NASDAQ:KELYA,KELYA,"Kelly Services, Inc.",Technology,Professional Services,n/a,NASDAQ
NASDAQ:KELYB,KELYB,"Kelly Services, Inc.",Technology,Professional Services,n/a,NASDAQ
NYSE:KEM,KEM,Kemet Corporation,Capital Goods,Electrical Products,n/a,NYSE
LSE:KEM,KEM,KEMIN RESOURCES PLC,Basic Resources,Basic Materials,01/03/2013,LSE
NYSE:KMPA,KMPA,Kemper Corporation,Finance,Property-Casualty Insurers,2014,NYSE
NYSE:KMPR,KMPR,Kemper Corporation,Finance,Property-Casualty Insurers,n/a,NYSE
NASDAQ:KMPH,KMPH,"KemPharm, Inc.",Health Care,Major Pharmaceuticals,2015,NASDAQ
LSE:KMR,KMR,KENMARE RESOURCES PLC,Basic Resources,Basic Materials,26/07/2016,LSE
NYSE:KMT,KMT,Kennametal Inc.,Capital Goods,Industrial Machinery/Components,n/a,NYSE
LSE:KENV,KENV,KENNEDY VENTURES PLC,Industrial Goods & Services,Industrials,09/11/2012,LSE
LSE:KWE,KWE,KENNEDY WILSON EUROPE REAL EST. PLC,Real Estate,Financials,28/02/2014,LSE
NYSE:KW,KW,Kennedy-Wilson Holdings Inc.,Finance,Real Estate,n/a,NYSE
NYSE:KWN,KWN,Kennedy-Wilson Holdings Inc.,Finance,Real Estate,2012,NYSE
NYSE:KEN,KEN,Kenon Holdings Ltd.,Consumer Services,Marine Transportation,2015,NYSE
NASDAQ:KFFB,KFFB,Kentucky First Federal Bancorp,Finance,Savings Institutions,n/a,NASDAQ
LSE:KRS,KRS,KERAS RESOURCES PLC,Basic Resources,Basic Materials,18/07/2011,LSE
LSE:KYGA,KYGA,KERRY GROUP PLC,Food & Beverage,Consumer Goods,08/07/2005,LSE
NASDAQ:KERX,KERX,"Keryx Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,NASDAQ
NASDAQ:KEQU,KEQU,Kewaunee Scientific Corporation,Capital Goods,Medical Specialities,n/a,NASDAQ
NYSE:KEG,KEG,"Key Energy Services, Inc.",Energy,Oilfield Services/Equipment,2016,NYSE
NASDAQ:KTEC,KTEC,"Key Technology, Inc.",Technology,Industrial Machinery/Components,1993,NASDAQ
NASDAQ:KTCC,KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment,1983,NASDAQ
NYSE:KEY,KEY,KeyCorp,Finance,Major Banks,n/a,NYSE
NYSE:KEY^I,KEY^I,KeyCorp,n/a,n/a,n/a,NYSE
NYSE:KEYS,KEYS,Keysight Technologies Inc.,Capital Goods,Industrial Machinery/Components,2014,NYSE
LSE:70HF,70HF,KEYSTONE INV TST PLC,Financial Services,Financials,28/06/2002,LSE
LSE:KIT,KIT,KEYSTONE INV TST PLC,Financial Services,Financials,08/07/2005,LSE
LSE:KWS,KWS,KEYWORDS STUDIOS PLC,Industrial Goods & Services,Industrials,12/07/2013,LSE
NASDAQ:KFRC,KFRC,"Kforce, Inc.",Technology,Professional Services,1995,NASDAQ
LSE:KIBO,KIBO,KIBO MINING PLC,Basic Resources,Basic Materials,25/03/2013,LSE
LSE:KIE,KIE,KIER GROUP PLC,Construction & Materials,Industrials,19/12/2005,LSE
NYSE:KRC,KRC,Kilroy Realty Corporation,Consumer Services,Real Estate Investment Trusts,1997,NYSE
NASDAQ:KE,KE,"Kimball Electronics, Inc.",Technology,Electrical Products,n/a,NASDAQ
NASDAQ:KBAL,KBAL,"Kimball International, Inc.",Consumer Durables,Home Furnishings,n/a,NASDAQ
NYSE:KRP,KRP,Kimbell Royalty Partners,Energy,Oil & Gas Production,2017,NYSE
LSE:KBE,KBE,KIMBERLY ENTERPRISES N.V.,Real Estate,Financials,21/03/2007,LSE
NYSE:KMB,KMB,Kimberly-Clark Corporation,Consumer Durables,Containers/Packaging,n/a,NYSE
NYSE:KIM,KIM,Kimco Realty Corporation,Consumer Services,Real Estate Investment Trusts,n/a,NYSE
NYSE:KIM^I,KIM^I,Kimco Realty Corporation,n/a,n/a,n/a,NYSE
NYSE:KIM^J,KIM^J,Kimco Realty Corporation,n/a,n/a,n/a,NYSE
NYSE:KIM^K,KIM^K,Kimco Realty Corporation,n/a,n/a,n/a,NYSE
NYSE:KIM^L,KIM^L,Kimco Realty Corporation,n/a,n/a,n/a,NYSE
LSE:KIN,KIN,KIN GROUP PLC,Personal & Household Goods,Consumer Goods,22/12/2009,LSE
NYSE:KMI,KMI,"Kinder Morgan, Inc.",Public Utilities,Natural Gas Distribution,2011,NYSE
NYSE:KMI^A,KMI^A,"Kinder Morgan, Inc.",n/a,n/a,n/a,NYSE
NASDAQ:KIN,KIN,"Kindred Biosciences, Inc.",Health Care,Major Pharmaceuticals,2013,NASDAQ
NYSE:KND,KND,"Kindred Healthcare, Inc.",Health Care,Hospital/Nursing Management,n/a,NYSE
LSE:KGF,KGF,KINGFISHER PLC,Retail,Consumer Services,28/08/2001,LSE
NASDAQ:KGJI,KGJI,Kingold Jewelry Inc.,Miscellaneous,Business Services,n/a,NASDAQ
LSE:KAY,KAY,KINGS ARMS YARD VCT PLC,Financial Services,Financials,03/08/2004,LSE
LSE:KGP,KGP,KINGSPAN GROUP PLC,Construction & Materials,Industrials,08/07/2005,LSE
NASDAQ:KINS,KINS,"Kingstone Companies, Inc",Finance,Property-Casualty Insurers,n/a,NASDAQ
NYSE:KFS,KFS,"Kingsway Financial Services, Inc.",Finance,Property-Casualty Insurers,n/a,NYSE
NASDAQ:KONE,KONE,Kingtone Wirelessinfo Solution Holding Ltd,Technology,EDP Services,2010,NASDAQ
NYSE:KGC,KGC,Kinross Gold Corporation,Basic Industries,Precious Metals,n/a,NYSE
NASDAQ:KNSL,KNSL,"Kinsale Capital Group, Inc.",Finance,Property-Casualty Insurers,2016,NASDAQ
NYSE:KEX,KEX,Kirby Corporation,Consumer Services,Marine Transportation,n/a,NYSE
NYSE:KL,KL,Kirkland Lake Gold Ltd.,Basic Industries,Precious Metals,n/a,NYSE
NASDAQ:KIRK,KIRK,"Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores,2002,NASDAQ
NASDAQ:KITE,KITE,"Kite Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,NASDAQ
NYSE:KRG,KRG,Kite Realty Group Trust,Consumer Services,Real Estate Investment Trusts,2004,NYSE
NASDAQ:KTOV,KTOV,Kitov Pharmaceuticals Holdings Ltd.,Health Care,Major Pharmaceuticals,2015,NASDAQ
NASDAQ:KTOVW,KTOVW,Kitov Pharmaceuticals Holdings Ltd.,Health Care,Major Pharmaceuticals,2015,NASDAQ
NYSE:KKR,KKR,KKR & Co. L.P.,Finance,Investment Managers,n/a,NYSE
NYSE:KKR^A,KKR^A,KKR & Co. L.P.,n/a,n/a,n/a,NYSE
NYSE:KKR^B,KKR^B,KKR & Co. L.P.,n/a,n/a,n/a,NYSE
NYSE:KFN^,KFN^,KKR Financial Holdings LLC,n/a,n/a,n/a,NYSE
NYSE:KIO,KIO,KKR Income Opportunities Fund,n/a,n/a,2013,NYSE
NYSE:KREF,KREF,KKR Real Estate Finance Trust Inc.,Consumer Services,Real Estate Investment Trusts,2017,NYSE
NASDAQ:KLAC,KLAC,KLA-Tencor Corporation,Capital Goods,Electronic Components,1980,NASDAQ
NASDAQ:KLXI,KLXI,KLX Inc.,Capital Goods,Aerospace,n/a,NASDAQ
NYSE:KMG,KMG,"KMG Chemicals, Inc.",Basic Industries,Major Chemicals,n/a,NYSE
NYSE:KNX,KNX,"Knight Transportation, Inc.",Transportation,Trucking Freight/Courier Services,2017,NYSE
NYSE:KNL,KNL,"Knoll, Inc.",Consumer Durables,Office Equipment/Supplies/Services,2004,NYSE
NYSE:KNOP,KNOP,KNOT Offshore Partners LP,Consumer Services,Marine Transportation,2013,NYSE
NYSE:KN,KN,Knowles Corporation,Consumer Non-Durables,Consumer Electronics/Appliances,2014,NYSE
LSE:KOD,KOD,KODAL MINERALS PLC,Basic Resources,Basic Materials,30/12/2013,LSE
NYSE:KSS,KSS,Kohl&#39;s Corporation,Consumer Services,Department/Specialty Retail Stores,1992,NYSE
NASDAQ:KONA,KONA,"Kona Grill, Inc.",Consumer Services,Restaurants,2005,NASDAQ
LSE:KNM,KNM,KONAMI HOLDINGS CORPORATION,Personal & Household Goods,Consumer Goods,27/09/2004,LSE
NYSE:PHG,PHG,Koninklijke Philips N.V.,Energy,Consumer Electronics/Appliances,n/a,NYSE
LSE:KOOV,KOOV,KOOVS PLC,Retail,Consumer Services,10/03/2014,LSE
NASDAQ:KOPN,KOPN,Kopin Corporation,Technology,Semiconductors,1992,NASDAQ
NYSE:KOP,KOP,Koppers Holdings Inc.,Basic Industries,Forest Products,2006,NYSE
NYSE:KEP,KEP,Korea Electric Power Corporation,Public Utilities,Electric Utilities: Central,1994,NYSE
NYSE:KF,KF,"Korea Fund, Inc. (The)",n/a,n/a,n/a,NYSE
NYSE:KFY,KFY,Korn/Ferry International,Technology,Diversified Commercial Services,1999,NYSE
NASDAQ:KRNT,KRNT,Kornit Digital Ltd.,Capital Goods,Industrial Machinery/Components,2015,NASDAQ
LSE:KOS,KOS,KOSMOS ENERGY LD,Oil & Gas,Oil & Gas,21/08/2017,LSE
NYSE:KOS,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas Production,2011,NYSE
NASDAQ:KOSS,KOSS,Koss Corporation,Consumer Non-Durables,Consumer Electronics/Appliances,n/a,NASDAQ
NASDAQ:KWEB,KWEB,KraneShares CSI China Internet ETF,n/a,n/a,n/a,NASDAQ
NYSE:KRA,KRA,Kraton Corporation,Basic Industries,Major Chemicals,2009,NYSE
NASDAQ:KTOS,KTOS,"Kratos Defense & Security Solutions, Inc.",Capital Goods,Military/Government/Technical,n/a,NASDAQ
NYSE:KR,KR,Kroger Company (The),Consumer Services,Food Chains,n/a,NYSE
LSE:KMK,KMK,KROMEK GROUP PLC,Healthcare,Health Care,16/10/2013,LSE
NYSE:KRO,KRO,Kronos Worldwide Inc,Basic Industries,Major Chemicals,n/a,NYSE
LSE:KSK,KSK,KSK POWER VENTUR PLC,Utilities,Utilities,01/11/2006,LSE
NYSE:KT,KT,KT Corporation,Public Utilities,Telecommunications Equipment,n/a,NYSE
LSE:KUBC,KUBC,KUBERA CROSS-BORDER FUND LD,Financial Services,Financials,27/12/2006,LSE
NASDAQ:KLIC,KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductors,n/a,NASDAQ
NASDAQ:KURA,KURA,"Kura Oncology, Inc.",Health Care,Major Pharmaceuticals,n/a,NASDAQ
NASDAQ:KVHI,KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,1996,NASDAQ
NYSE:KYO,KYO,Kyocera Corporation,Technology,Semiconductors,n/a,NYSE
NYSE:LB,LB,"L Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,n/a,NYSE
NASDAQ:FSTR,FSTR,L.B. Foster Company,Basic Industries,Metal Fabrications,n/a,NASDAQ
NYSE:SCX,SCX,L.S. Starrett Company (The),Capital Goods,Industrial Machinery/Components,n/a,NYSE
NYSE:LLL,LLL,"L3 Technologies, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,n/a,NYSE
NASDAQ:LJPC,LJPC,La Jolla Pharmaceutical Company,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1994,NASDAQ
NYSE:LQ,LQ,La Quinta Holdings Inc.,Consumer Services,Hotels/Resorts,2014,NYSE
NYSE:LH,LH,Laboratory Corporation of America Holdings,Health Care,Medical Specialities,n/a,NYSE
LSE:LCL,LCL,LADBROKES CORAL GROUP PLC,Travel & Leisure,Consumer Services,19/06/2006,LSE
NYSE:LADR,LADR,Ladder Capital Corp,Consumer Services,Real Estate Investment Trusts,2014,NYSE
LSE:LRD,LRD,LAIRD PLC,Technology,Technology,11/06/2007,LSE
NASDAQ:LSBK,LSBK,"Lake Shore Bancorp, Inc.",Finance,Savings Institutions,n/a,NASDAQ
LSE:LAKE,LAKE,LAKEHOUSE PLC,Industrial Goods & Services,Industrials,23/03/2015,LSE
NASDAQ:LBAI,LBAI,"Lakeland Bancorp, Inc.",Finance,Major Banks,n/a,NASDAQ
NASDAQ:LKFN,LKFN,Lakeland Financial Corporation,Finance,Major Banks,n/a,NASDAQ
NASDAQ:LAKE,LAKE,"Lakeland Industries, Inc.",Health Care,Industrial Specialties,1986,NASDAQ
NASDAQ:LRCX,LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components,1984,NASDAQ
NASDAQ:LAMR,LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts,1996,NASDAQ
NYSE:LW,LW,"Lamb Weston Holdings, Inc.",Consumer Non-Durables,Packaged Foods,2016,NYSE
LSE:LAM,LAM,LAMPRELL PLC,Oil & Gas,Oil & Gas,11/10/2006,LSE
LSE:LRE,LRE,LANCASHIRE HOLDINGS LD,Insurance,Financials,13/12/2005,LSE
NASDAQ:LANC,LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods,n/a,NASDAQ
LSE:LAND,LAND,LAND SECURITIES GROUP PLC,Real Estate,Financials,06/09/2002,LSE
NYSE:LDR,LDR,"Landauer, Inc.",Capital Goods,Industrial Machinery/Components,n/a,NYSE
NASDAQ:LCA,LCA,"Landcadia Holdings, Inc.",Finance,Business Services,2016,NASDAQ
NASDAQ:LCAHU,LCAHU,"Landcadia Holdings, Inc.",Finance,Business Services,2016,NASDAQ
NASDAQ:LCAHW,LCAHW,"Landcadia Holdings, Inc.",Finance,Business Services,2016,NASDAQ
NASDAQ:LNDC,LNDC,Landec Corporation,Basic Industries,Major Chemicals,1996,NASDAQ
NASDAQ:LARK,LARK,Landmark Bancorp Inc.,Finance,Major Banks,n/a,NASDAQ
NASDAQ:LMRK,LMRK,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,2014,NASDAQ
NASDAQ:LMRKO,LMRKO,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,n/a,NASDAQ
NASDAQ:LMRKP,LMRKP,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,n/a,NASDAQ
LSE:LND,LND,LANDORE RESOURCES LD,Basic Resources,Basic Materials,06/04/2005,LSE
NASDAQ:LE,LE,"Lands&#39; End, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,n/a,NASDAQ
NASDAQ:LSTR,LSTR,"Landstar System, Inc.",Transportation,Trucking Freight/Courier Services,1993,NASDAQ
NYSE:LCI,LCI,Lannett Co Inc,Health Care,Major Pharmaceuticals,n/a,NYSE
LSE:LOGP,LOGP,LANSDOWNE OIL & GAS PLC,Oil & Gas,Oil & Gas,20/12/2006,LSE
NASDAQ:LNTH,LNTH,"Lantheus Holdings, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,2015,NASDAQ
NASDAQ:LTRX,LTRX,"Lantronix, Inc.",Technology,Computer Communications Equipment,2000,NASDAQ
NYSE:LPI,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas Production,2011,NYSE
NYSE:LVS,LVS,Las Vegas Sands Corp.,Consumer Services,Hotels/Resorts,2004,NYSE
NYSE:LHO,LHO,LaSalle Hotel Properties,Consumer Services,Real Estate Investment Trusts,1998,NYSE
NYSE:LHO^I,LHO^I,LaSalle Hotel Properties,n/a,n/a,n/a,NYSE
NYSE:LHO^J,LHO^J,LaSalle Hotel Properties,n/a,n/a,n/a,NYSE
NYSE:LTM,LTM,LATAM Airlines Group S.A.,Transportation,Air Freight/Delivery Services,n/a,NYSE
LSE:LTHM,LTHM,LATHAM(JAMES) PLC,Industrial Goods & Services,Industrials,21/09/2005,LSE
LSE:LTHP,LTHP,LATHAM(JAMES) PLC,Industrial Goods & Services,Industrials,31/12/2004,LSE
NYSE:LDF,LDF,"Latin American Discovery Fund, Inc. (The)",n/a,n/a,n/a,NYSE
NASDAQ:LSCC,LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,n/a,NASDAQ
NASDAQ:LAUR,LAUR,"Laureate Education, Inc.",Consumer Services,Other Consumer Services,2017,NASDAQ
LSE:LWDB,LWDB,LAW DEBENTURE CORPORATION PLC,Financial Services,Financials,08/07/2005,LSE
NASDAQ:LAWS,LAWS,"Lawson Products, Inc.",Consumer Durables,Industrial Specialties,n/a,NASDAQ
NASDAQ:LAYN,LAYN,Layne Christensen Company,Basic Industries,Engineering & Construction,1992,NASDAQ
NYSE:LGI,LGI,Lazard Global Total Return and Income Fund,n/a,n/a,2004,NYSE
NYSE:LAZ,LAZ,Lazard Ltd.,Finance,Investment Managers,2005,NYSE
NYSE:LOR,LOR,"Lazard World Dividend & Income Fund, Inc.",n/a,n/a,2005,NYSE
LSE:WTR,WTR,LAZARD WORLD TRUST FUND,Financial Services,Financials,03/02/2010,LSE
NYSE:LZB,LZB,La-Z-Boy Incorporated,Consumer Durables,Home Furnishings,n/a,NYSE
NYSE:LCII,LCII,LCI Industries ,Capital Goods,Auto Parts:O.E.M.,n/a,NYSE
